date,bank,banknm,value,flow,active,new,stop,revolving,installment,transactions,npl
2015/1,CTCB,中信,54137844 ,5820462 ,3763510 ,96600 ,32840 ,15298264 ,13612276 ,25227304 ,0.15
2015/1,UWCB,國泰,49437822 ,4797855 ,3371865 ,67494 ,32495 ,14674436 ,10009057 ,24754329 ,0.13
2015/1,CITI,花旗,47060641 ,2907945 ,2488489 ,19561 ,30528 ,17258483 ,9781715 ,20020443 ,0.49
2015/1,ESUN,玉山,35862864 ,3715397 ,2555721 ,48512 ,27383 ,10557726 ,6904779 ,18400359 ,0.23
2015/1,TSIB,台新,33294166 ,3514678 ,2408179 ,46223 ,28772 ,10469862 ,8593865 ,14230439 ,0.26
2015/1,TPBK,富邦,24972835 ,2376014 ,1612315 ,32688 ,24669 ,6917743 ,5185897 ,12869195 ,0.20
2015/1,SINO,永豐,16265737 ,2184231 ,1321057 ,19290 ,13230 ,4936312 ,4236907 ,7092518 ,0.30
2015/1,FEIN,遠東,15193953 ,1493439 ,1012732 ,14502 ,8844 ,5375103 ,4714935 ,5103915 ,0.26
2015/1,UBOT,聯邦,13155605 ,1777391 ,791475 ,22905 ,16288 ,5102301 ,2944430 ,5108874 ,0.27
2015/1,TCBB,匯豐,9555882 ,618602 ,440435 ,9153 ,6353 ,3166003 ,2044088 ,4345791 ,0.26
2015/1,ANZB,澳盛,8523711 ,645317 ,382432 ,5517 ,4524 ,3474105 ,1581913 ,3467693 ,0.31
2015/1,MKTB,新光,6697613 ,915711 ,449771 ,7713 ,5476 ,2259945 ,1295287 ,3142381 ,0.18
2015/1,OURB,大眾,6410823 ,591031 ,292736 ,9195 ,7598 ,913845 ,3721414 ,1775564 ,0.00
2015/1,FCBK,第一,5778777 ,813420 ,555037 ,15215 ,8392 ,1309186 ,915441 ,3554150 ,0.23
2015/1,HNBK,華南,4612454 ,749151 ,517241 ,12108 ,9691 ,665331 ,807054 ,3140069 ,0.08
2015/1,SCBL,渣打,4594243 ,418806 ,272500 ,10552 ,4529 ,2276253 ,696624 ,1621366 ,0.50
2015/1,ICBC,兆豐,4422713 ,569958 ,386467 ,6661 ,6186 ,1313518 ,693948 ,2415247 ,0.16
2015/1,AE,美運,4191867 ,161932 ,89728 ,3028 ,2613 ,328661 ,0 ,3863206 ,0.09
2015/1,TACB,合庫,2493268 ,400723 ,237647 ,2606 ,7719 ,602344 ,193005 ,1697919 ,0.93
2015/1,APBK,元大,2349195 ,314627 ,152457 ,8171 ,1919 ,474280 ,281636 ,1593279 ,0.26
2015/1,CSMB,凱基,2294583 ,496348 ,193451 ,5168 ,4100 ,1301382 ,262575 ,730626 ,1.36
2015/1,SCSB,上海,2226855 ,387885 ,198848 ,1303 ,5180 ,780976 ,221080 ,1224799 ,0.76
2015/1,ENTI,安泰,1995411 ,204451 ,71396 ,1025 ,1016 ,485517 ,1049381 ,460513 ,0.25
2015/1,MBBT,台企銀,1558033 ,336640 ,135226 ,1164 ,1844 ,580031 ,112644 ,865358 ,0.22
2015/1,CCBC,彰化,1302161 ,391021 ,205866 ,4243 ,4129 ,196021 ,75973 ,1030167 ,0.22
2015/1,JSIB,日盛,1134830 ,192269 ,108054 ,406 ,939 ,507176 ,228739 ,398915 ,0.29
2015/1,BKTW,台銀,910108 ,225744 ,115423 ,502 ,1591 ,241782 ,14702 ,653624 ,0.33
2015/1,AEON,永旺,646681 ,109293 ,82025 ,2924 ,11652 ,342716 ,89927 ,214038 ,1.60
2015/1,TCBB,台中,609216 ,156299 ,59402 ,1548 ,762 ,212878 ,37656 ,358682 ,1.68
2015/1,LBOT,土地,571387 ,123416 ,54717 ,654 ,817 ,204883 ,28732 ,337772 ,0.34
2015/1,SUNY,陽信,560615 ,66629 ,37552 ,995 ,567 ,280711 ,45423 ,234481 ,0.40
2015/1,COBK,三信,178676 ,16466 ,11127 ,494 ,73 ,33860 ,16233 ,128583 ,0.34
2015/1,BKAO,高雄,137837 ,9052 ,4615 ,75 ,54 ,5741 ,235 ,131861 ,0.04
2015/1,HTBK,華泰,86471 ,10501 ,6726 ,32 ,69 ,19700 ,3267 ,63504 ,0.76
2015/1,DBSS,星展,82037 ,12544 ,6575 ,120 ,120 ,17494 ,946 ,63597 ,0.65
2015/1,RT,樂天,2360 ,879 ,173 ,747 ,1 ,26 ,4 ,2330 ,0.00
2015/2,CTCB,中信,53454077 ,5826421 ,3793427 ,49341 ,34009 ,14908051 ,13336486 ,25209540 ,0.16
2015/2,UWCB,國泰,47412531 ,4830914 ,3400863 ,55230 ,22171 ,14468701 ,9985472 ,22958358 ,0.11
2015/2,CITI,花旗,45565372 ,2929905 ,2501556 ,13368 ,25821 ,17431944 ,9831788 ,18301640 ,0.61
2015/2,ESUN,玉山,34617343 ,3725189 ,2570752 ,28676 ,18884 ,10482070 ,6836497 ,17298776 ,0.22
2015/2,TSIB,台新,32520969 ,3530779 ,2415822 ,31093 ,14992 ,10450014 ,8450723 ,13620232 ,0.25
2015/2,TPBK,富邦,23261633 ,2381816 ,1613526 ,22832 ,17030 ,6846999 ,5016188 ,11398446 ,0.18
2015/2,SINO,永豐,15761012 ,2180900 ,1317301 ,13189 ,16520 ,4941508 ,4185987 ,6633517 ,0.27
2015/2,FEIN,遠東,14601074 ,1482479 ,1016220 ,10671 ,21646 ,5420872 ,4682542 ,4497660 ,0.28
2015/2,UBOT,聯邦,12994864 ,1772811 ,796158 ,10102 ,14682 ,5058782 ,2964661 ,4971421 ,0.26
2015/2,TCBB,匯豐,8935898 ,620837 ,443960 ,6915 ,4680 ,3107059 ,1991171 ,3837668 ,0.28
2015/2,ANZB,澳盛,8048736 ,637181 ,380200 ,3963 ,12043 ,3434005 ,1614615 ,3000116 ,0.35
2015/2,MKTB,新光,6756968 ,898152 ,450493 ,8131 ,4039 ,2242435 ,1296845 ,3217688 ,0.15
2015/2,OURB,大眾,6118737 ,591668 ,294166 ,7327 ,6664 ,906083 ,3673130 ,1539524 ,0.00
2015/2,FCBK,第一,5750680 ,820834 ,561420 ,11428 ,6011 ,1313614 ,947925 ,3489141 ,0.20
2015/2,HNBK,華南,4507730 ,749500 ,521096 ,8874 ,6561 ,646298 ,818601 ,3042831 ,0.11
2015/2,SCBL,渣打,4411949 ,421540 ,274861 ,6423 ,3639 ,2269082 ,664940 ,1477927 ,0.52
2015/2,ICBC,兆豐,4386869 ,571239 ,386102 ,5339 ,4058 ,1332758 ,716593 ,2337518 ,0.13
2015/2,AE,美運,3626787 ,162219 ,89755 ,2210 ,1923 ,331005 ,0 ,3295782 ,0.08
2015/2,TACB,合庫,2791253 ,395722 ,237050 ,1876 ,7452 ,582198 ,214326 ,1994729 ,0.47
2015/2,APBK,元大,2240914 ,323288 ,158407 ,9708 ,1351 ,436748 ,270582 ,1533584 ,0.23
2015/2,CSMB,凱基,2210424 ,497641 ,194197 ,4480 ,3193 ,1311113 ,253889 ,645422 ,1.45
2015/2,SCSB,上海,1971790 ,386692 ,197053 ,1043 ,2236 ,749775 ,214345 ,1007670 ,0.59
2015/2,ENTI,安泰,1905448 ,204291 ,70917 ,800 ,679 ,484802 ,1030543 ,390103 ,0.29
2015/2,MBBT,台企銀,1594153 ,336339 ,134468 ,982 ,1283 ,577368 ,107329 ,909456 ,0.19
2015/2,CCBC,彰化,1290694 ,393646 ,203693 ,4263 ,2283 ,208539 ,81568 ,1000587 ,0.13
2015/2,JSIB,日盛,1109761 ,192012 ,108007 ,383 ,640 ,494578 ,236521 ,378662 ,0.26
2015/2,BKTW,台銀,881240 ,225585 ,114319 ,362 ,813 ,237414 ,16461 ,627365 ,0.46
2015/2,AEON,永旺,606486 ,107848 ,74068 ,243 ,1693 ,330221 ,87844 ,188421 ,1.57
2015/2,TCBB,台中,594974 ,157347 ,59826 ,1808 ,536 ,193177 ,37565 ,364232 ,2.06
2015/2,LBOT,土地,557565 ,123608 ,54397 ,574 ,456 ,201523 ,27982 ,328060 ,0.25
2015/2,SUNY,陽信,530422 ,66977 ,37778 ,861 ,376 ,262978 ,47177 ,220267 ,0.71
2015/2,COBK,三信,161281 ,16556 ,11162 ,202 ,58 ,35985 ,14229 ,111067 ,0.31
2015/2,BKAO,高雄,127942 ,9067 ,4395 ,44 ,27 ,5700 ,223 ,122019 ,0.03
2015/2,HTBK,華泰,81064 ,10451 ,6760 ,14 ,52 ,22185 ,4227 ,54652 ,0.93
2015/2,DBSS,星展,75671 ,12549 ,6519 ,70 ,65 ,16463 ,878 ,58330 ,0.77
2015/2,RT,樂天,27851 ,2493 ,1295 ,1607 ,1 ,12 ,3787 ,24052 ,0.00
2015/3,CTCB,中信,53647155 ,5824038 ,3795715 ,55567 ,48324 ,14441089 ,12985631 ,26220435 ,0.17
2015/3,UWCB,國泰,52129201 ,4876939 ,3403593 ,77705 ,31680 ,13636812 ,9614009 ,28878380 ,0.12
2015/3,CITI,花旗,45309585 ,2926715 ,2505394 ,19947 ,33114 ,16481970 ,9137625 ,19689990 ,0.52
2015/3,ESUN,玉山,34844097 ,3747352 ,2585672 ,43246 ,21083 ,10432675 ,6680871 ,17730551 ,0.24
2015/3,TSIB,台新,33202835 ,3556402 ,2420420 ,45084 ,19461 ,10343499 ,8199931 ,14659405 ,0.25
2015/3,TPBK,富邦,25524141 ,2382773 ,1614846 ,23781 ,22824 ,6670440 ,4977895 ,13875806 ,0.21
2015/3,SINO,永豐,16473015 ,2188742 ,1317448 ,23367 ,15525 ,4898522 ,4011878 ,7562615 ,0.30
2015/3,FEIN,遠東,14502234 ,1487942 ,1018102 ,14178 ,8739 ,5227646 ,4686971 ,4587617 ,0.31
2015/3,UBOT,聯邦,12697617 ,1756151 ,785839 ,15158 ,31818 ,4967357 ,2776778 ,4953482 ,0.30
2015/3,TCBB,匯豐,9245289 ,623742 ,443146 ,9832 ,6927 ,3065776 ,1923824 ,4255689 ,0.28
2015/3,ANZB,澳盛,8457194 ,638413 ,380658 ,6089 ,5032 ,3410308 ,1574879 ,3472007 ,0.36
2015/3,MKTB,新光,7494972 ,895162 ,452912 ,12008 ,5735 ,2197641 ,1213360 ,4083971 ,0.15
2015/3,OURB,大眾,6149861 ,582656 ,297078 ,10509 ,19403 ,893329 ,3465275 ,1791257 ,0.00
2015/3,FCBK,第一,5971710 ,832361 ,566599 ,17151 ,8621 ,1290261 ,899221 ,3782228 ,0.20
2015/3,HNBK,華南,4810103 ,753080 ,526403 ,15778 ,10113 ,641654 ,834567 ,3333882 ,0.05
2015/3,SCBL,渣打,4462693 ,422775 ,275080 ,6690 ,5473 ,2226565 ,626330 ,1609798 ,0.50
2015/3,ICBC,兆豐,4411412 ,576756 ,388372 ,10074 ,4557 ,1251633 ,686480 ,2473299 ,0.13
2015/3,AE,美運,4222225 ,162557 ,89401 ,3384 ,3046 ,319674 ,0 ,3902551 ,0.11
2015/3,TACB,合庫,2885376 ,391199 ,234614 ,3465 ,8593 ,556673 ,196706 ,2131997 ,0.37
2015/3,APBK,元大,2586614 ,332323 ,165049 ,10855 ,2248 ,435173 ,299612 ,1851829 ,0.23
2015/3,CSMB,凱基,2354298 ,499423 ,195081 ,5736 ,4402 ,1282702 ,235856 ,835740 ,1.38
2015/3,SCSB,上海,2213284 ,383187 ,196030 ,1464 ,4969 ,753803 ,206510 ,1252971 ,0.85
2015/3,ENTI,安泰,1984419 ,204338 ,71207 ,1386 ,755 ,474053 ,1061627 ,448739 ,0.45
2015/3,MBBT,台企銀,1550174 ,336218 ,133248 ,1557 ,1677 ,560027 ,105657 ,884490 ,0.20
2015/3,CCBC,彰化,1414282 ,399521 ,202674 ,7999 ,3291 ,258275 ,83125 ,1072882 ,0.24
2015/3,JSIB,日盛,1131520 ,191647 ,106882 ,639 ,1004 ,492945 ,225983 ,412592 ,0.35
2015/3,BKTW,台銀,924034 ,225717 ,113058 ,768 ,1033 ,236436 ,15500 ,672098 ,0.38
2015/3,TCBB,台中,624032 ,158569 ,59825 ,2100 ,773 ,214512 ,34654 ,374866 ,1.46
2015/3,AEON,永旺,583717 ,106288 ,65496 ,347 ,2010 ,317675 ,81244 ,184798 ,1.85
2015/3,LBOT,土地,572245 ,123745 ,54426 ,877 ,893 ,197482 ,26129 ,348634 ,0.27
2015/3,SUNY,陽信,570364 ,67831 ,37814 ,1546 ,619 ,274544 ,50076 ,245744 ,0.35
2015/3,COBK,三信,153445 ,16702 ,11241 ,304 ,72 ,32579 ,14775 ,106091 ,0.14
2015/3,BKAO,高雄,140510 ,9068 ,4262 ,42 ,51 ,5883 ,212 ,134415 ,0.28
2015/3,RT,樂天,114013 ,5677 ,3610 ,3192 ,15 ,934 ,28401 ,84678 ,0.00
2015/3,DBSS,星展,82129 ,12559 ,6394 ,91 ,81 ,16883 ,811 ,64435 ,0.22
2015/3,HTBK,華泰,80155 ,10382 ,6763 ,13 ,82 ,19039 ,3884 ,57232 ,0.43
2015/4,CTCB,中信,52771857 ,5831045 ,3810434 ,44190 ,35565 ,14082859 ,12847957 ,25841041 ,0.16
2015/4,UWCB,國泰,51566281 ,4917701 ,3435466 ,66839 ,26077 ,13760818 ,9807438 ,27998025 ,0.11
2015/4,CITI,花旗,45363381 ,2926548 ,2506372 ,18841 ,28179 ,16731486 ,9164024 ,19467871 ,0.50
2015/4,ESUN,玉山,36984312 ,3766780 ,2601778 ,39389 ,19961 ,10329741 ,6689420 ,19965151 ,0.22
2015/4,TSIB,台新,32646805 ,3572233 ,2419863 ,32867 ,17036 ,10291395 ,8079923 ,14275487 ,0.24
2015/4,TPBK,富邦,24427752 ,2371443 ,1612559 ,17335 ,28665 ,6679037 ,4821352 ,12927363 ,0.21
2015/4,SINO,永豐,16046594 ,2194349 ,1312517 ,20291 ,14684 ,4865288 ,4036340 ,7144966 ,0.51
2015/4,FEIN,遠東,14083471 ,1494199 ,1014744 ,12795 ,6562 ,5176466 ,4609869 ,4297136 ,0.29
2015/4,UBOT,聯邦,12667867 ,1759390 ,787714 ,19103 ,15864 ,4952398 ,2701491 ,5013978 ,0.29
2015/4,TCBB,匯豐,9145965 ,626586 ,445861 ,8949 ,6105 ,3012827 ,1915446 ,4217692 ,0.26
2015/4,ANZB,澳盛,8301810 ,639141 ,378811 ,5536 ,4835 ,3357359 ,1586210 ,3358241 ,0.35
2015/4,MKTB,新光,6902159 ,895126 ,455002 ,11287 ,4933 ,2185740 ,1231219 ,3485200 ,0.18
2015/4,OURB,大眾,6131453 ,588198 ,294177 ,10637 ,5059 ,882247 ,3494167 ,1755039 ,0.00
2015/4,FCBK,第一,5973818 ,841088 ,569934 ,13837 ,7764 ,1269019 ,927329 ,3777470 ,0.17
2015/4,HNBK,華南,4820052 ,758129 ,531828 ,15873 ,8149 ,643155 ,795624 ,3381273 ,0.11
2015/4,ICBC,兆豐,4407079 ,581694 ,390067 ,8788 ,3850 ,1246562 ,707608 ,2452909 ,0.15
2015/4,SCBL,渣打,4342545 ,422147 ,272852 ,3784 ,4498 ,2207438 ,598235 ,1536872 ,0.47
2015/4,AE,美運,4103827 ,162619 ,89380 ,2936 ,2874 ,314953 ,0 ,3788874 ,0.08
2015/4,TACB,合庫,2785185 ,388546 ,233133 ,3970 ,7277 ,562065 ,189155 ,2033965 ,0.47
2015/4,APBK,元大,2760309 ,343635 ,173735 ,12732 ,1823 ,432668 ,324815 ,2002826 ,0.19
2015/4,CSMB,凱基,2307930 ,500787 ,196940 ,5005 ,3522 ,1269429 ,230499 ,808002 ,1.37
2015/4,SCSB,上海,2076678 ,379260 ,194773 ,1343 ,5270 ,735275 ,204227 ,1137176 ,0.51
2015/4,ENTI,安泰,1941361 ,203429 ,71189 ,1123 ,549 ,467387 ,1063980 ,409994 ,0.57
2015/4,MBBT,台企銀,1546876 ,336015 ,132449 ,1511 ,1715 ,552511 ,106044 ,888321 ,0.18
2015/4,CCBC,彰化,1460635 ,405510 ,203853 ,7725 ,2527 ,269417 ,92973 ,1098245 ,0.21
2015/4,JSIB,日盛,1109789 ,191418 ,106011 ,545 ,774 ,486421 ,224364 ,399004 ,0.32
2015/4,BKTW,台銀,878607 ,226001 ,112318 ,817 ,909 ,230876 ,14836 ,632895 ,0.24
2015/4,TCBB,台中,628125 ,159664 ,60193 ,1857 ,645 ,211930 ,36163 ,380032 ,1.52
2015/4,AEON,永旺,556197 ,102729 ,55014 ,485 ,4072 ,309306 ,76003 ,170888 ,1.83
2015/4,SUNY,陽信,545082 ,68313 ,38534 ,1136 ,578 ,272390 ,48835 ,223857 ,0.64
2015/4,LBOT,土地,538381 ,124095 ,54257 ,823 ,551 ,194155 ,25110 ,319116 ,0.19
2015/4,COBK,三信,156960 ,16750 ,11326 ,187 ,60 ,31941 ,14658 ,110361 ,0.17
2015/4,BKAO,高雄,142272 ,9067 ,4129 ,41 ,49 ,5635 ,205 ,136432 ,0.09
2015/4,DBSS,星展,79572 ,12598 ,6327 ,145 ,106 ,16882 ,744 ,61946 ,0.49
2015/4,HTBK,華泰,78928 ,10344 ,6770 ,9 ,46 ,19393 ,3343 ,56192 ,0.46
2015/4,RT,樂天,68278 ,10129 ,6429 ,4447 ,20 ,1879 ,26979 ,39420 ,0.00
2015/5,CTCB,中信,51771770 ,5841873 ,3817898 ,36311 ,35786 ,13914684 ,12615306 ,25241780 ,0.18
2015/5,UWCB,國泰,50578750 ,4953225 ,3455208 ,61101 ,25577 ,13927581 ,9585444 ,27065725 ,0.14
2015/5,CITI,花旗,45549087 ,2923208 ,2505443 ,17161 ,29603 ,16784629 ,9164451 ,19600007 ,0.50
2015/5,ESUN,玉山,38581959 ,3785419 ,2621789 ,38636 ,19997 ,10282125 ,7188084 ,21111750 ,0.22
2015/5,TSIB,台新,31813555 ,3583601 ,2420880 ,30710 ,19342 ,10296179 ,7756534 ,13760842 ,0.25
2015/5,TPBK,富邦,24802114 ,2375060 ,1611842 ,20966 ,17349 ,6742904 ,4827114 ,13232096 ,0.19
2015/5,SINO,永豐,15848623 ,2199962 ,1310331 ,20348 ,14735 ,4883764 ,3965510 ,6999349 ,0.49
2015/5,FEIN,遠東,13951748 ,1499358 ,1013186 ,11217 ,6079 ,5235006 ,4493986 ,4222756 ,0.31
2015/5,UBOT,聯邦,12948223 ,1760832 ,789866 ,16399 ,14957 ,4955834 ,2652910 ,5339479 ,0.28
2015/5,TCBB,匯豐,8919838 ,629135 ,446705 ,8548 ,5999 ,2992449 ,1870326 ,4057063 ,0.22
2015/5,ANZB,澳盛,8189475 ,627266 ,379434 ,6661 ,18486 ,3337943 ,1573600 ,3277932 ,0.36
2015/5,MKTB,新光,6859160 ,893692 ,456522 ,8248 ,4795 ,2178860 ,1221016 ,3459284 ,0.17
2015/5,OURB,大眾,6126858 ,593056 ,296893 ,9778 ,4901 ,887731 ,3500063 ,1739064 ,0.00
2015/5,FCBK,第一,5969154 ,849535 ,573015 ,13193 ,7476 ,1297688 ,940633 ,3730833 ,0.15
2015/5,HNBK,華南,4790322 ,761255 ,537423 ,14462 ,7917 ,618970 ,896321 ,3275031 ,0.17
2015/5,ICBC,兆豐,4448026 ,587299 ,390658 ,9458 ,3853 ,1234572 ,707494 ,2505960 ,0.16
2015/5,AE,美運,4424375 ,162905 ,89384 ,3062 ,2776 ,319418 ,0 ,4104957 ,0.07
2015/5,SCBL,渣打,4304901 ,412118 ,265495 ,2329 ,12490 ,2198903 ,590588 ,1515410 ,0.45
2015/5,APBK,元大,2839120 ,357289 ,183957 ,15083 ,1991 ,434657 ,320552 ,2083911 ,0.19
2015/5,TACB,合庫,2828264 ,386757 ,233224 ,4120 ,5975 ,557486 ,188229 ,2082549 ,0.41
2015/5,CSMB,凱基,2370102 ,499770 ,198578 ,4158 ,6128 ,1265910 ,230879 ,873313 ,1.35
2015/5,SCSB,上海,2047895 ,375313 ,193538 ,1265 ,5212 ,742322 ,200042 ,1105531 ,0.61
2015/5,ENTI,安泰,1964593 ,201381 ,71057 ,1101 ,551 ,463545 ,1069860 ,431188 ,0.66
2015/5,MBBT,台企銀,1577614 ,335888 ,131746 ,1283 ,1410 ,547058 ,108702 ,921854 ,0.15
2015/5,CCBC,彰化,1407493 ,410605 ,203662 ,6783 ,2428 ,221553 ,94628 ,1091312 ,0.11
2015/5,JSIB,日盛,1085939 ,191277 ,105018 ,550 ,691 ,476858 ,221132 ,387949 ,0.31
2015/5,BKTW,台銀,893932 ,226028 ,111872 ,707 ,997 ,228626 ,13737 ,651569 ,0.18
2015/5,TCBB,台中,644671 ,161061 ,60611 ,2297 ,741 ,216905 ,35954 ,391812 ,1.77
2015/5,AEON,永旺,557801 ,101844 ,50350 ,189 ,1097 ,297873 ,74259 ,185669 ,1.94
2015/5,SUNY,陽信,554284 ,68675 ,38731 ,987 ,529 ,268494 ,47135 ,238655 ,0.73
2015/5,LBOT,土地,553577 ,123821 ,54262 ,913 ,1261 ,196542 ,23569 ,333466 ,0.21
2015/5,COBK,三信,170466 ,16804 ,11376 ,223 ,81 ,31596 ,13261 ,125609 ,0.20
2015/5,BKAO,高雄,149386 ,9062 ,4077 ,43 ,55 ,5482 ,199 ,143705 ,0.14
2015/5,RT,樂天,98273 ,14333 ,9640 ,4212 ,23 ,3983 ,27062 ,67228 ,0.00
2015/5,HTBK,華泰,83970 ,10332 ,6732 ,18 ,29 ,18968 ,2992 ,62010 ,1.01
2015/5,DBSS,星展,81322 ,12594 ,6253 ,64 ,68 ,18040 ,676 ,62606 ,1.03
2015/6,CTCB,中信,68574415 ,5834710 ,3814603 ,38912 ,38677 ,13903635 ,14430019 ,40240761 ,0.16
2015/6,UWCB,國泰,61730035 ,4988568 ,3469575 ,61177 ,25834 ,14139870 ,11526274 ,36063891 ,0.13
2015/6,ESUN,玉山,48102088 ,3797402 ,2641898 ,39004 ,27021 ,10274879 ,8787666 ,29039543 ,0.19
2015/6,CITI,花旗,47454265 ,2923602 ,2499517 ,19298 ,27670 ,16990890 ,8899525 ,21563850 ,0.43
2015/6,TSIB,台新,41646493 ,3564681 ,2415330 ,28031 ,46951 ,10324160 ,9845211 ,21477122 ,0.23
2015/6,TPBK,富邦,29749453 ,2403451 ,1605158 ,96557 ,68166 ,6792387 ,5499643 ,17457423 ,0.17
2015/6,SINO,永豐,19533418 ,2203939 ,1305286 ,20670 ,16693 ,4901850 ,4567204 ,10064364 ,0.45
2015/6,FEIN,遠東,19073745 ,1490141 ,1009591 ,10752 ,19986 ,5182258 ,6278721 ,7612766 ,0.25
2015/6,UBOT,聯邦,14580281 ,1775563 ,793914 ,26818 ,12087 ,4987352 ,3238315 ,6354614 ,0.25
2015/6,TCBB,匯豐,10577335 ,631808 ,448016 ,8448 ,5775 ,2970011 ,2355633 ,5251691 ,0.22
2015/6,MKTB,新光,9333462 ,895696 ,454303 ,6639 ,4443 ,2192376 ,1399565 ,5741521 ,0.14
2015/6,ANZB,澳盛,8800169 ,627350 ,379940 ,6173 ,6195 ,3317821 ,1601303 ,3881045 ,0.37
2015/6,OURB,大眾,7293793 ,597001 ,298069 ,9580 ,5599 ,909959 ,3897512 ,2486322 ,0.00
2015/6,HNBK,華南,6824807 ,765535 ,543281 ,15944 ,8218 ,659043 ,1395354 ,4770410 ,0.04
2015/6,FCBK,第一,6778599 ,858292 ,574424 ,14618 ,8647 ,1318567 ,1042923 ,4417109 ,0.12
